item_nbr,store_nbr,mae,mean_sales,mae_pct,safety_stock,reorder_point,eoq
1963277,1,4.2,6.84,61.3,23,71,353
1963892,1,7.81,2.64,295.5,10,28,220
1968390,1,3.55,11.62,30.6,21,102,460
1968452,1,1.83,5.76,31.8,10,51,324
1978835,1,5.54,19.8,28.0,36,175,601
1987709,1,3.82,9.28,41.1,21,86,412
2006812,1,51.79,37.78,137.1,137,402,830
2010329,1,2.92,3.17,92.2,14,36,240
2010511,1,2.55,4.05,62.9,25,54,272
2010568,1,2.3,4.09,56.2,12,41,273
2010902,1,3.54,5.6,63.3,19,58,320
2010916,1,0.89,1.88,47.6,5,18,185
2011073,1,0.99,1.87,52.9,4,17,185
2026945,1,14.37,22.13,64.9,99,254,636
2026983,1,4.71,7.95,59.2,21,77,381
2042436,1,16.0,28.98,55.2,92,295,727
2042941,1,33.56,64.07,52.4,157,605,1081
2042947,1,19.46,46.33,42.0,148,473,920
